movie_name,genre,rating,votes,duration_minutes
Paradise of Criminals,crime,3.5,19.0,
Kahar: Kapla High Council,crime,7.2,586.0,102.0
Blitz,crime,7.2,9.0,6.0
4N6,crime,8.3,1110.0,117.0
Game Over,crime,5.6,21.0,74.0
Bigul,crime,8.9,52.0,144.0
5D,crime,6.8,605.0,129.0
Koresha,crime,3.1,69.0,86.0
Troll Factory,crime,5.8,530.0,109.0
Murder in a Teacup,crime,6.3,156.0,93.0
Jimmy's Friends,crime,7.4,16.0,94.0
Wannabe,crime,4.4,149.0,102.0
Pathological: The Lies of Joran van der Sloot,crime,6.5,379.0,93.0
Anand Sreebala,crime,6.6,2528.0,134.0
Uno Sir,crime,6.5,47.0,106.0
Black Snow,crime,7.7,59.0,96.0
Kaliyugam Pattanamlo,crime,6.4,2221.0,150.0
Vallavan Vaguthadhada,crime,6.5,65.0,104.0
Blues de la Civilización,crime,5.2,7.0,69.0
Sharma & Ambani,crime,9.1,185.0,104.0
Danger in the Dorm,crime,5.1,179.0,86.0
That One Night,crime,5.5,6.0,85.0
Sikandar Ka Muqaddar,crime,6.0,26202.0,142.0
Anyone Else But Me,crime,6.9,168.0,95.0
Raktdhara: The City of Blood,crime,9.1,9.0,
Prasanna Vadanam,crime,6.6,590.0,146.0
Hijack 1971,crime,6.8,3899.0,100.0
Theppa Samudram,crime,7.3,1559.0,133.0
Lie to Me,crime,7.1,67.0,94.0
Hunt the Wicked,crime,5.4,240.0,102.0
Shivam Bhaje,crime,7.7,3015.0,121.0
The Murder of Sandra Rivett,crime,6.3,156.0,90.0
What Jennifer Did,crime,6.1,12397.0,87.0
Conviction,crime,6.7,46.0,97.0
In Her Place,crime,6.3,7307.0,96.0
G - 21 Scenes from Gottsunda,crime,7.0,201.0,80.0
Tiempo de Pagar,crime,7.3,67.0,63.0
Bachelor Party,crime,4.3,456.0,85.0
Real Estate Sisters,crime,4.6,33.0,84.0
What Lies Within,crime,5.2,13.0,90.0
Rebel,crime,3.2,73.0,100.0
Hustlers Take All,crime,5.5,95.0,106.0
Downfall of the Crypto King (theatrical feature),crime,6.3,39.0,90.0
An American Bombing: The Road to April 19th,crime,6.8,995.0,107.0
Freedom,crime,5.9,1593.0,110.0
Shades of Sapphire,crime,7.8,11.0,77.0
Lipstick,crime,6.2,49.0,145.0
Vivekam,crime,8.1,310.0,104.0
Landkrimi: Steirergift,crime,6.4,79.0,90.0
Strangers,crime,4.2,458.0,106.0
Lóve 2,crime,4.7,87.0,
Prem Ni Pathshala,crime,8.5,7.0,
Evidence,crime,9.4,209.0,
Mani nude,crime,5.7,166.0,84.0
Dracula: The Count's Kin,crime,4.6,81.0,87.0
Misericordia,crime,6.7,4119.0,104.0
The Kingdom,crime,7.0,1776.0,112.0
Paarijathaparvam,crime,6.2,2320.0,133.0
Siragan,crime,7.2,157.0,130.0
Oru Nodi,crime,6.7,540.0,128.0
Bhaje Vaayu Vegam,crime,6.0,798.0,136.0
The Shakedown,crime,5.1,315.0,104.0
Vares X,crime,3.6,253.0,85.0
Mothers of Chibok,crime,6.8,12.0,88.0
The AI Dharma Story,crime,1.7,1132.0,89.0
Hacking Hate,crime,6.3,646.0,86.0
State of Silence,crime,6.7,131.0,80.0
For the Love of Cash 2,crime,8.6,12.0,
Hole,crime,5.4,28.0,71.0
Priyo Maloti,crime,6.8,254.0,119.0
Dirty Ice Cream,crime,4.0,170.0,44.0
Chapter 51,crime,6.0,12.0,120.0
Abudeka Is Back,crime,5.6,65.0,120.0
The Seed of the Sacred Fig,crime,7.5,18630.0,167.0
A Place Under the Sun,crime,9.2,37.0,110.0
Ingu Mirugangal Vaazhum Idam,crime,6.2,15.0,108.0
REES,crime,6.4,28.0,
Vengeful,crime,5.8,19.0,100.0
Illusions for Sale: The Rise and Fall of Generation Zoe,crime,6.1,687.0,107.0
Lorry Chapter-1,crime,7.0,4285.0,183.0
Der Wien-Krimi: Blind ermittelt - Tod im Palais,crime,7.2,26.0,88.0
Housekeeping,crime,6.0,45.0,98.0
Vrutos,crime,7.6,16.0,100.0
Justice,crime,6.3,4429.0,113.0
Give Me a Ride,crime,4.9,20.0,102.0
Last Mile,crime,6.5,711.0,128.0
The Great British Heist,crime,5.6,10.0,60.0
Teacher's Pet,crime,5.2,37.0,74.0
Nahir,crime,4.7,1212.0,122.0
Red,crime,4.2,149.0,114.0
Ballistic,crime,2.3,199.0,95.0
Yevam,crime,5.8,1558.0,123.0
Jason's World,crime,5.8,5.0,58.0
How to Rob a Bank,crime,6.6,4472.0,88.0
Savi,crime,5.9,36914.0,126.0
¿Quién Mató al Patrón?,crime,6.1,32.0,
The London Underground Killer,crime,4.7,95.0,91.0
Drive,crime,5.6,405.0,90.0
Oppa,crime,8.4,55.0,84.0
Tòkunbò,crime,3.9,314.0,113.0
Crisis Negotiators,crime,6.7,818.0,120.0
S.I.T,crime,6.7,2349.0,110.0
Salvajes,crime,5.6,67.0,90.0
The Art of Stealing,crime,7.0,48.0,102.0
Walk the Line,crime,5.5,99.0,115.0
ChiefsAholic: A Wolf in Chiefs Clothing,crime,6.3,441.0,121.0
Bangkok Dog,crime,4.6,338.0,89.0
Randa Ramphal,crime,8.5,7.0,70.0
Baby Assassins: Nice Days,crime,7.0,740.0,103.0
Dandupalayam,crime,6.4,2123.0,137.0
Kaulayaw,crime,4.0,219.0,95.0
Dawgz Life,crime,7.5,18.0,143.0
Abnormal: Buas,crime,5.4,32.0,90.0
The Lick,crime,9.1,12.0,
Amish Affair,crime,5.5,234.0,86.0
Rakshana,crime,5.5,1172.0,139.0
What Happens in Miami,crime,4.2,228.0,90.0
Nelma Kodama: The Queen of Dirty Money,crime,5.4,219.0,94.0
Disengaged Soldiers,crime,9.4,10.0,
Thirsty for Likes,crime,4.0,44.0,46.0
Kokuhaku Confession,crime,5.5,188.0,74.0
Amongst the Wolves,crime,5.2,531.0,102.0
Maven,crime,9.2,66.0,128.0
Against the Spread,crime,7.9,50.0,95.0
A Place Called Silence,crime,6.5,1543.0,119.0
Dark World,crime,5.5,22.0,135.0
Sinful Lies,crime,7.1,12.0,65.0
Bayamariya Brammai,crime,6.9,39.0,88.0
Bougainvillea,crime,6.4,3678.0,138.0
Agontuk,crime,5.3,25.0,125.0
Rautu Ka Raaz,crime,6.3,2068.0,114.0
Shina,crime,7.9,9.0,98.0
The Stormtrooper Scandal,crime,6.1,65.0,88.0
Memphganistan,crime,5.2,13.0,111.0
The Bottom Line,crime,6.7,18.0,107.0
Loverboy: Emoties Uit,crime,6.2,640.0,98.0
Octopus with Broken Arms,crime,6.0,415.0,109.0
Raja Rani,crime,9.0,103.0,134.0
